,pred,hypothesis,i-5,i-4,i-3,i-2,i-1,i,i+1,i+2,i+3,i+4,i+5
256,,LOC,kõik,",",kes,on,tuttavad,vene,kirjandusega,",",teavad,",",et
257,,LOC,kogemus,oli,Prantsuse,saatkonna,korraldatud,prantsuse,köögi,tutvustamine,Olümpia,hotellis,.
258,,LOC,on,pildil,?,a.,Eestimaa,vene,kogukond,b,.,Püha,Ilja
259,,PER,Tooksin,siinkohal,eeskujuks,mitteprofessionaalse,ajaloolase,Taagepera,professionaalsed,tööd,",",mida,ilmestavad
260,,LOC,.,Tegelikkuses,etendas,too,nn,vene,kaart,eesti,poliitikute,sammuseadmisel,hoopis
261,,LOC,küsimus,:,kes,peavad,siinse,vene,kogukonna,ajaloo,probleemidega,tegelema,?
262,,LOC,nime,all,autorialbum,“,Vana,Narva,”,",",siis,jäidki,need
263,,PER,kriitiliselt,?,Võib-olla,oli,hr,Ilves,vahepeal,töötanud,piisavalt,palju,ja
264,,LOC,tutvusin,sealse,filmiringkonnaga,.,Kuidas,vene,seltskond,tollal,oli,?,Väga
265,,LOC,ahvatlev,autovaraste,maffiale,d,.,prantsuse,rahvaauto,ei,saa,saksa,luksusautot
266,,LOC,",",miks,eesti,kirjanikud,veel,vene,keeles,ei,kirjuta,.,Kirjanike
267,ORG,LOC,täidetud,budistlikust,religioonist,ja,Indiast,Londonisse,pagenud,hindude,põikpäistest,arusaamadest,","
268,PER,LOC,võimalusi,vuajerismiks,.,Alati,moekas,London,Kureishi,mänguväljak,on,pea,alati
269,,LOC,mänguväljak,on,pea,alati,moekas,London,(,nt,filmis,“,London
270,,LOC,London,(,nt,filmis,“,London,Kills,Me,”,),.
271,,LOC,akadeemikuks,ja,Tartu,Riikliku,Ülikooli,vene,keelt,rääkivaks,rektoriks,.,Vabandamise
272,,LOC,eesti,inimene,vaatab,isegi,häid,vene,kodusõjafilme,",",kuigi,nad,on
273,,LOC,kala,.,Kirde-Eestis,võtab,vedu,vene,töölisliikumine,.,Streikimist,on,varem
274,,LOC,On,tunne,",",et,Kirde-Eesti,vene,tööline,on,jäänud,muust,ühiskonnast
275,,LOC,maiku,.,“,Need,on,vene,omad,",",”,räägib,apteeker
276,,LOC,ta,räägib,midagi,väga,kiiresti,vene,keeles,.,Lapin,ütleb,:
277,,LOC,seda,seal,tema,eest,üks,vene,maakler,.,Lapin,väidab,","
278,,LOC,Leian,",",et,keskmisel,harimatul,prantsuse,mehel,on,muhameedlase,ajud,.
279,,LOC,.,See,oli,kaunis,tüüpiline,prantsuse,vana,talu,",",umbes,nagu
280,,LOC,.,Mõtlen,praegu,neile,seitsmele,prantsuse,mungale,",",kes,läksid,Alzheeriasse
281,,LOC,meist,tohutult,kaugel,.,Kaks,prantsuse,bioloogi,",",Claude,Nuridsany,ja
282,,LOC,.,Sajandi,alguses,ilmus,küll,vene,kroonuajaloo,tõlkeid,",",aga,isegi
283,,LOC,siin,kaasa,tema,armeenia,taustaga,vene,päritolu,.,Tulevane,kirjanik,","
284,,LOC,peatüki,Troyat,',loomingust,moodustavad,vene,kirjanike,elulood,:,Puškin,","
285,,LOC,kelle,soontes,ei,voolanud,tilkagi,vene,verd,.,Ometi,peab,ta
286,,LOC,ja,töötab,üksnes,Venemaa,",",vene,rahva,jaoks,.,Ta,otsis
287,,LOC,.,Viimaseid,kirjutas,ta,isegi,vene,keeles,",",mis,siis,","
288,,LOC,liberalism,.,Euroopa,teooriate,mugandumine,vene,soustiga,”,(,lk,221
289,,LOC,huumoriklassikasse,.,Kui,oleks,veel,vene,aeg,",",võetaks,Terje,Karp
290,,LOC,.,Paraku,ei,ole,enam,vene,aeg,",",ning,inimesed,","
291,,LOC,sellest,kirjutama,?,Ütleb,ju,vene,vanasõnagi,",",et,pärast,kaklust
292,,LOC,korral,.,Seda,aastat,alustati,vene,päevadega,.,Vene,köök,on
293,,LOC,on,laiemalt,tuntud,peaasjalikult,tänu,vene,emigrantide,loodud,eliitrestoranidele,kõigis,maailma
294,,LOC,restoranid,Helsingis,.,Tallinnas,puhtakujuline,vene,restoran,puudub,ja,puudus,ka
295,,LOC,ajal,",",mis,näitab,siinse,vene,kogukonna,kulinaarset,passiivsust,.,Seda
296,,LOC,.,Viina,juurde,",",nagu,vene,lauas,ikka,",",oli,ette
297,,LOC,seletuseks,olgu,öeldud,",",et,vene,köögis,ei,käi,termin,kaaviar
298,,LOC,nad,menüü,kokku,kirjandusest,ja,vene,köögi,kohta,käivatest,raamatutest,lähtudes
299,,LOC,lähtudes,",",ekstra,selleks,puhuks,vene,kokka,kutsuma,ei,hakatud,.
300,,LOC,üldtuntud,Charlotte'i,tort,polegi,pärit,prantsuse,",",vaid,hoopis,vene,köögist
301,,LOC,pärit,prantsuse,",",vaid,hoopis,vene,köögist,?,Nimelt,töötas,18.
302,,LOC,õhtu,jooksul,fonogrammi,pealt,kostnud,vene,rahvamuusika,töötlused,ja,nostalgilised,romansid
303,,LOC,",",esitas,päevade,avamisel,kolm,vene,laulu,ka,ehtne,slaavitar,.
304,,LOC,neljapäeva,ja,reede,õhtul,",",vene,päevad,kestavad,kuni,pühapäevani,.
305,,LOC,.,Soomlaste,hinnangule,toetudes,sai,prantsuse,kilbi,seinale,ka,Gloria,.
306,,ORG,",",nn,simuleeritud,tegelikkus,",",õhtulehed,ja,nende,kaanekirjad,",",MTV
307,,LOC,hukk,tähendaks,kolme,tuhandet,peamiselt,vene,rahvusest,mässavat,töötut,ja,miljardeid
308,,LOC,siia,oma,viinamarjaaia,ja,viljeleda,prantsuse,viinamarjasorte,.,Nõuandjaks,kutsus,ta
309,,LOC,uute,(,nii,ameerika,kui,prantsuse,),tammevaatide,kasutuselevõttu,.,Riojas
310,,LOC,Andres,Dvinjaninovi,isa,?,a.,vene,valgekaartlane,b,.,Kaarel,Ird
311,,LOC,kasutusel,oleva,ürgse,haavapuust,õõnestatud,vene,",",mille,tulemusena,leidis,peatselt
312,,LOC,arengu,seisukohalt,on,määrav,roll,vene,keskkihil,",",kuna,nendes,peredes
313,,LOC,st,umbes,17,protsendil,siinsetest,vene,peredest,.,Lihtsustatult,võib,öelda
314,,LOC,pere,des,(,56%,kõigist,vene,perekondadest,),on,suurima,tulu
315,,LOC,Majanduslikult,vähekindlustatud,kihti,(,28%,vene,peredest,),kuulub,palju,pensionäriperesid
316,,LOC,võib,väita,",",et,Eesti,vene,ühiskonnas,on,tekkimas,rühm,","
317,,LOC,seisukohalt,on,määrav,roll,hoopis,vene,keskkihil,",",kuna,nendes,peredes
318,,LOC,Küsisin,",",kas,on,võimalik,vene,inimestega,asju,korda,seada,.
319,,LOC,kontorisse,",",kuhu,tulid,ka,vene,inimesed,Oleg,Lvov,ja,tema
320,PER,LOC,kutsutuna,Sasha,",",on,Martinit,Ameerika,eluolu,ja,NBA,mängustiiliga,kohanemisel
321,,LOC,teed,ja,kohvi,4.,Kuulsat,vene,lennukompaniid,Aeroflot,juhib,a.,ekspresident
322,,LOC,märtsi,õhtul,ei,vaata,tuhanded,vene,pered,oma,telekast,mitte,Ostankino
323,,LOC,eesti,ringkondades,annavad,jutuainet,teisedki,vene,nimed,-,ansambel,Ne,Zhdali
324,,LOC,ühiskonnas,.,Erinevalt,eestlastest,on,vene,lapsevanematel,auasi,toetada,koole,","
325,,LOC,arst,Vladimir,Kukk,on,toetanud,vene,haridust,30 000,krooniga,.,Mullu
326,,LOC,krooniga,.,Mullu,kevadel,tegid,vene,noored,puhta,töö,Tallinna,kooliolümpiaadidel
327,,LOC,Üks,estonetsite,karjääri,nurgakivi,on,vene,keele,oskus,.,Nende,eakaaslastest
328,,LOC,.,Nende,eakaaslastest,eestlastest,suudab,vene,keeles,vabalt,suhelda,vaid,käputäis
329,,LOC,puhul,nõutakse,Eestis,juba,praegu,vene,keele,valdamist,.,Ausa,konkurentsi
330,,LOC,protsenti,.,Fondi,haldurina,töötab,vene,noormees,Vadim,Ognešikov,.,Ajalooliselt
331,,LOC,plaanid,Tõnismäe,pronkssõduri,mahavõtmisest,ja,vene,keskkoolide,kinnipanekust,on,nende,jaoks
332,,LOC,suunas,.,Riik,hakkab,heldelt,vene,kultuuriseltsidele,raha,jagama,.,Nii
333,,LOC,soojamajandus,on,sama,sassis,nagu,vene,riik,perestroika,ajal,.,Inimesed
334,,LOC,on,lõbus,nagu,koolis,näidatud,vene,õppefilmid,tuumaplahvatustest,ja,gaasimaski,pähetõmbamisest
335,PER,LOC,kaadrist,välja,!!!,karjub,Katrin,Saks,kitsukeses,telebussis,valjult,",",nagu
336,PER,LOC,Alaküla,ja,Valner,ei,tea,Saksa,karjumisest,midagi,",",kaadrist,ära
337,PER,LOC,Robinson,Crusoe,...,18.55,Katrin,Saks,:,Kui,ta,nüüd,kohe
338,PER,LOC,",",toimivad,plaanid,...,Katrin,Saks,:,Lennart,",",aitab,!!!
339,PER,LOC,!,President,jätkab,.,Katrin,Saks,:,15,minutit,on,üle
340,PER,LOC,räägivad,Raunale,peale,.,Katrin,Saks,võtab,telefonitoru,",",hüüab,õrnal
341,PER,LOC,ja,Sulev,kuulevad,.,Katrin,Saksa,hääl,on,lahke,",",nagu
342,,LOC,40%,tammevaatides,(,Mondavi,kasutab,prantsuse,tamme,ja,ainult,pisut,ameerika
343,,LOC,on,hoitud,11,kuud,valdavalt,prantsuse,tammes,.,Zinfandel,(,1994
344,,LOC,vastasseis,.,Küpseb,kuus,kuud,prantsuse,ja,ameerika,vaatides,.,Pinot
345,,LOC,California,gospel,.,Aga,mõeldes,prantsuse,tammest,vaatidele,",",võib,see
346,,LOC,tunnis,?,”,küsib,vihane,vene,uusrikas,liiklusinspektorilt,.,“,Mis
347,,LOC,Oma,kompanjoni,tapmise,eest,mõistetakse,vene,uusrikas,surma,.,“,Seaduse
348,,LOC,Lvovi,dispetšeri,vea,tõttu,kokku,vene,sõjaväelennukiga,.,Kui,reisilennukis,olnud
349,,LOC,põrandale,rohkesti,verd,ja,paar,vene,noormeest,.,Tüdruk,üritas,lööma
350,,LOC,Kappet,",",kes,oli,juba,vene,ajal,sellesama,ehitus-remondiettevõtte,direktor,","
351,,LOC,meile,kõvasti,maksma,.,”,Vene,ajal,tehtud,töödega,oli,hoonestusõigus
352,,LOC,on,esitatud,andmed,lisaks,kohustuslikule,vene,keelele,ka,inglise,keeles,.
353,,PER,valitud,eestlast,.,“,Kümmekonna,Lennarti,teisi,ku,loomine,võimaldab,vallandada
354,,LOC,nõrgalt,",",märksa,nõrgemalt,kui,vene,",",saksa,",",inglise,","
355,ORG,LOC,kirja,",",et,“,Tallinnast,Helsingisse,tuleb,tunnel,kaevata,ja,raadiomaja
356,,LOC,Hiljem,pildistas,ta,Russalka,juures,vene,turiste,.,Hommikul,klõps,ja
357,,LOC,tema,",",kes,on,korduvalt,vene,pankuritega,Schiralli,jutul,käinud,.
358,,LOC,",",Deutsche,Welle,ja,Vaba,Euroopa,uudiseid,.,Nii,sai,täita
359,,PER,on,a.,ilves,b,.,Ilves,c,.,lõbus,seto,taat
360,,LOC,rongipileti,osta,saaks,.,“,London,on,selline,linn,",",kus
361,,LOC,naistesauna,",",kus,kohtavad,Trubetsky,vene,keele,õpetajat,Luule,Zharovat,-
362,,LOC,et,miski,inimlik,pole,võõras,vene,keele,õpetajatelegi,.,Lõpuks,joovad
363,,LOC,Inglismaal,.,Lõpetanud,Nottinghami,ülikooli,prantsuse,",",hispaania,ja,itaalia,keele
364,,LOC,kohtuistung,Tallinna,Linnakohtus,toimuda,sulaselges,vene,keeles,ja,ka,kohtuotsus,oli
365,,LOC,kirja,pandud,ning,ette,loetud,vene,keeles,Eesti,Vabariigi,nimel,.
366,,LOC,Ka,riiklik,süüdistaja-prokurör,esines,ainult,vene,keeles,.,Otsustasin,välja,uurida
367,PER,LOC,Tallinnas,hotelli,Palace,retoranis,Leonardo,Kreeka,päevad,.,On,moeks,saanud
368,,LOC,ole,muidugi,nii,viimistletud,kui,prantsuse,",",aga,oma,karusevõitu,karakteri
369,,LOC,ja,Välis-Eesti,ning,baltisaksa,ja,vene,päritolu,eesti,kunstnikud,.,Aga
370,,LOC,Koplis,aeda,harivast,mullaste,kätega,vene,naisest,sobiks,täiendama,läinud,sajandi
371,,LOC,President,Clinton,kiirustab,kohtuma,oma,vene,ametivennaga,.,Kohtusid,kaks,maailma
372,,LOC,miilitsas,",",siseministeeriumis,",",käinud,vene,sõjaväes,...,Olete,te,ise
373,,LOC,",",et,Eesti,iseseisvuse,taim,vene,ja,saksa,mõjude,vahel,kord
374,ORG,PER,all,peidus,on,.,Hr,Rüütlile,sai,vajadusel,kleepida,silte,“
375,,LOC,.,Tavaliselt,on,tegu,noorte,vene,poistega,Lasnamäelt,",",kes,on
376,,LOC,nii,tehniliselt,toodetud,kui,näiteks,prantsuse,oma,",",siis,jätkub,veini
377,,LOC,portree,",",mis,kõlab,nagu,vene,klassitsistliku,kirjaniku,Derzhavini,ood,.
378,,LOC,huvitavat,ja,rütmiergast,hispaania,ning,prantsuse,kitarrimuusikat,.,Muusikaprofessionaal,paneb,aga
379,,LOC,mõtteline,side,ühendab,hispaania,ja,prantsuse,heliloojat,intiimsete,kõlavärvide,osas,","
380,,LOC,eestaste,hoolimatusele,",",Tallinna,volikogu,vene,fraktsioonid,koondusid,ühe,mütsi,alla
381,PER,LOC,Vene,asepeaministrit,Boriss,Nemtsovi,“,Venemaa,Bill,Clintoniks,”,?,Nemtsovi
382,PER,LOC,kosmoselaevadega,",",ütleb,raadio,Vaba,Euroopa,.,Tal,olevat,oma,leiutisele
383,,LOC,lebavaid,kuule,...,Aastakümnete,eest,vene,piljardiga,alustanud,Mihhailile,tagab,see
384,,LOC,kuni,taasiseseisvumiseni,mängiti,Eestis,nn,vene,piljardit,(,suured,lauad,","
385,,LOC,kuid,tõsine,raha,liigub,just,vene,piljardis,siiani,.,Ühe,lokaalipidaja
386,,LOC,.,Snooker,(,väljanägemiselt,analoogiline,vene,piljardiga,),",",mida,Eurospordi
387,,LOC,46 000,dollarit,.,Pétrusi,müüdi,Londonis,Sotheby,oksjonil,ka,eraldi,kasti
388,,LOC,ja,samas,kongis,istusid,kaks,vene,härrasmeest,",",kummagi,suhtes,kohtulikku
389,,LOC,Kommunism,laastas,söögikultuuri,.,Hävines,vene,köök,",",pidurdus,Baltimaade,rahvusköökide
390,,LOC,murelik,ja,nukker,.,Aprillikuisel,Londoni,maratonil,ründasid,teda,jala-,ja
391,,LOC,Esimest,korda,elus,.,“,Londonist,kuni,Atlantani,kukkusin,nagu,kõrgest
392,,LOC,on,kirju,",",nädalavahetusel,peetud,Londoni,maratonil,konkureerisid,nii,mitmes,hinnatud
393,,LOC,järeltulija,kõneleb,vabalt,saksa,",",prantsuse,ja,vene,keelt,.,Lisaks
394,,LOC,vabalt,saksa,",",prantsuse,ja,vene,keelt,.,Lisaks,oskab,ta
395,,LOC,arenemata,.,Oxfordis,innustus,Nerurkar,vene,keelest,ja,Ida-Lääne,suhetest,.
396,,LOC,lõuna-aafriklasena,Atlantas,maratonis,olümpiavõitjaks,.,Londoni,maratoni,eelsel,pressikonverentsil,koheldi,meest
397,,LOC,vestlema,tõlkide,vahendusel,.,”,Londoni,maratoni,lõppedes,pühendub,Thugwane,kolm
398,,LOC,on,edasipüüdlik,.,”,Pühapäevasel,Londoni,maratonil,ületasid,mõlemad,jooksjad,isikliku
399,,LOC,!,RL,:,Ma,käisin,vene,ajal,Tallinnas,oma,kakskümmend,korda
400,,LOC,kuidas,ta,räägib,nii,halvasti,vene,keelt,",",sest,ta,ütles
401,,LOC,",",teine,päev,ma,olen,vene,avangardist,",",kolmas,päev,olen
402,PER,LOC,V. Kaasik,&,Co,juristi,Harras,Lääne,sõnul,ulatub,summa,miljonitesse,kroonidesse
403,PER,LOC,asepresident,David,Hexter,septembris,Küüsvekile,Londoni,pangandusosakonda,ületulemisest,rääkis,",",ütles
404,,LOC,poole,-,vaade,jõele,on,Londonis,eriti,hinnas,.,André,töövaldkond
405,,ORG,Vahur,Kersna,samast,telejaamast,.,Õhtuleht,oma,küsimused,juba,esitas,.
406,,LOC,nad,televaatajale,",",kuidas,narkouimas,vene,poiss,asfaldile,oksendas,.,Kuritegevuse
407,,LOC,olid,läbi,viidud,algusest,lõpuni,vene,keeles,ja,prokurörid,(,Morozova
408,,LOC,Šabalina,),esinesid,samuti,ainult,vene,keeles,.,Kohtuotsused,olid,ette
409,,LOC,.,Kohtuotsused,olid,ette,loetud,vene,keeles,Eesti,Vabariigi,nimel,.
410,,LOC,kutsutud,tõlk,",",kes,tõlkis,vene,keelest,eesti,keelde,.,Olime
411,,LOC,kus,võib,teha,oma,tööd,vene,keeles,?,Austusega,H. Kask,A. Tooming
412,,LOC,EMEXit,.,Ta,keelas,ära,vene,ärimees,S-i,.,tehingud,metalliga
413,,LOC,kannavad,hoolt,Jüri,Raidla,ja,Londoni,Clifford,Chance,büroode,advokaadid,.
414,,LOC,auhinna,.,Õpib,Pedagoogilises,Instituudis,vene,keelt,.,Töötab,õpetajana,","
415,,LOC,aga,oleksin,pidanud,tegema,eksamid,vene,keeles,.,Ma,tulin,sealt
416,,LOC,Mõtlesin,siis,",",et,õpin,vene,keelt,Pedagoogilises,Instituudis,ja,lähen
417,,LOC,.,Kui,te,olite,noor,vene,keele,õpetaja,keskkooliklassides,",",kas
418,,LOC,.,Tema,poeg,ei,saavat,vene,keelt,õppida,",",vaatavat,muudkui
419,,LOC,üks,poiss,kirjutas,kirjandi,oma,vene,keele,praktikandist,-,minust,-
420,,LOC,aastakümne,jooksul,on,suur,osa,Briti,töölisklassist,nihkunud,astme,võrra,üles
421,,LOC,d,.,ta,esineb,ühes,Londoni,kirikus,8,tundi,kestva,soolokontserdiga
422,,LOC,Saksa,(,hitleriaegne,),ja,vene,(,staliniaegne,),kultuuriajalugu,on
423,,LOC,Kaer,Kuigi,meie,ajakirjanduses,on,Londoni,raamatumess,Leipzigi,varju,jäänud,","
424,,LOC,",",on,maailma,kirjastamispealinn,ikkagi,London,.,Kui,sõnastada,ümber,David
425,,LOC,Raamatumess,ja,Jeruusalemma,Raamatumess,.,Londoni,mess,on,üsna,teenimatult,Leipzigi
426,,LOC,on,kõige,õigem,otsida,just,Londoni,raamatumessilt,.,Sest,ehkki,kõige
427,,LOC,maailma,kirjastamiskeskuseks,siiski,Londonit,.,London,on,eelkõige,koht,",",kus
428,,LOC,Schuster,esitles,sedapuhku,hoopis,tõlget,prantsuse,keelest,.,Kohal,oli,ka
429,,LOC,autor,on,Christian,Jacq,",",prantsuse,egüptoloog,.,Võiks,lühidalt,öelda
430,,LOC,see,on,ameerika,stiilis,ja,prantsuse,keeles,lugu,Ramses,Teisest,","
431,,LOC,raamatukauplustes,",",mis,omal,kombel,Londoni,messi,võimendavad,.,Varasematel,aastatel
432,,LOC,Ringkonnakohtu,istungil,",",mis,toimus,vene,keeles,.,Sain,aru,","
433,,LOC,Sinijärv,vastu,Isamaa,pakutud,suursaadikukoha,Londonis,.,Parteikaaslased,ei,tervitanud,oma
434,,LOC,",",aga,ta,ei,tunne,vene,keelt,ega,sotsialismi,.,”
435,,LOC,Ferrari,meeskonna,ellu,äratanud,.,Briti,päritolu,endine,Ferrari,disainer,John
436,,ORG,ei,poolda,koalitsiooni,koonderakonna,",",keskerakonna,ja,venelaste,vahel,d,.
437,,LOC,.,Täpselt,nii,",",nagu,vene,rahvas,peab,teadma,",",kuidas
438,,LOC,teha,Eesti,Vabariigi,nimel,ka,vene,keeles,",",ei,välista,muidugi
439,,LOC,Mis,võib,tabada,somatotropiini-,nimelise,vene,päritolu,hormoonpreparaadi,tarvitajaid,?,a.
440,,LOC,kaunistatud,paljude,-,mitte,ainult,prantsuse,-,filmiloojate,pihupiltide,ja,signatuuridega
441,,LOC,sõtta,viidi,ka,üks,Ameerika,vene,emigrantide,võsu,ja,anti,ta
442,,LOC,mõtteid,põlvkondade,",",individualismi,ja,vene,kogukonna,üle,.,Põlvkondade,skemaatika
443,,LOC,jutust,jääb,mulje,",",et,vene,kogukonna,nooremas,osas,võib,täheldada
444,,LOC,täheldada,polariseerumist,.,Kui,küsida,vene,koolinoortelt,",",mis,neid,EVs
445,,LOC,Eesti,ühiskond,on,valmis,aktsepteerima,vene,noorte,õigust,pidada,Eestit,oma
446,,LOC,",",see,tähendab,",",et,vene,keel,saab,teiseks,riigikeeleks,","
447,,LOC,Tundub,.,et,üleskutse,tunnistada,vene,keel,EVs,teiseks,riigikeeleks,ja
448,,LOC,ütleb,rahandusminister,Mart,Opmann,.,Londonist,pärit,investeerimispankur,Joakim,Helenius,nimetas
449,,LOC,erinevate,vaaditammede,-,ameerika,ja,prantsuse,oma,-,kasutamisega,.,1989.
450,,PER,uutes,tammevaatides,otse,sademel,.,Tamm,on,siiski,tagasihoidlik,",",mitte
451,,LOC,presidendiga,juhtunud,),",",oleks,prantsuse,kultuuri,suursaavutusest,keeldumine,ülim,barbaarsus
452,,LOC,James,E. Young,alustab,oma,eessõna,vene,kunstnike,Komari,ja,Melamidi,“
453,,LOC,89,),",",valgustussajandi,tähtsamaid,prantsuse,mere-,ja,linnamaalijaid,",",kuni
454,ORG,LOC,rääkimata,.,Kokkila,edu,algas,Rakvere,lihakombinaadi,tellimuse,saamisega,1987.,Eesti
455,,PER,Akadeemia,b,.,vana,sõbra,Lennarti,c,.,marssal,Mannerheimi,d
456,,LOC,teost,",",ent,ei,ühtki,vene,",",saksa-,või,barokkooperit,.
457,ORG,LOC,Riivo,Sinijärv,.,Temast,sai,Londoni,linnanõukogu,saadiku,sir,David,Roche
458,,LOC,võimalus,jutustada,neile,lugu,(,vene,keeles,mõistagi,),Aleksander,Kurtna
459,,LOC,",",tean,seda,täpselt,.,Saksa,ajal,püüdsid,kohalikud,füürerid,Eestit
460,,LOC,“,Tractatus,”,(,ilmus,vene,keeles,1958,),kui,surmigav
461,,LOC,et,eesti,teater,on,juurtega,vene,läbielamiskoolis,",",Stanislavskis,ja,hingestatuses
462,,LOC,Volkonski,ei,laula,neid,lugusid,vene,keeles,mitte,selleks,",",et
463,,LOC,siis,läheks,kaotsi,see,tõlkimatu,vene,vaimsus,ja,emotsionaalsus,",",mis
464,,LOC,et,mis,ühist,on,nõukogude,vene,luuletajal,ning,hispaania,sürrealistil,.
465,,LOC,paigutati,erilistesse,vitriinidesse,.,Sellised,vene,töölisi,harivad,väljapanekud,kandsid,tollal
466,,LOC,Miks,Te,kohtumisel,Pihkvast,pärit,vene,ajakirjanikega,rätsepa-istes,istusite,?,Mul
467,,LOC,kirjas,",",et,toimub,kohtumine,vene,ajakirjanikega,.,Noh,",",ja
468,,LOC,muu,hulgas,oli,hoiatanud,publikut,vene,fašismiohu,eest,.,1993.,aasta
469,,LOC,keel,on,kehvake,",",said,vene,keelega,täitsa,vabalt,hakkama,.
470,PER,ORG,ta,õhtumiitingu,peamänedzheri,inglase,Andy,Normani,tunnustussõnu,ja,sai,kutse,veelgi
471,,LOC,3.,Mis,oleks,äärepealt,juhtunud,vene,siseminister,Kulikoviga,Riigiduuma,vastas,Moskvas
472,,LOC,kaasmaalasi,soovitas,",",et,näiteks,vene,keelt,õppida,",",on,värvikamaid
473,,LOC,.,Ebakonventsionaalsed,prantslased,Preemia,saanud,prantsuse,paviljon,oli,biennaalil,vist,tõepoolest
474,PER,LOC,.,Jari,Leskinen,kirjutab,Harald,Rootsi,mälestustele,vihjates,",",et,veel
475,,LOC,tulevast,pruuti,",",Tõstamaa,kooli,vene,keele,õpetaja,Liiliat,.,Augustis
476,ORG,PER,-,Vähi,valitsusajal,oli,Koonderakond,Variku,kaudu,teadlik,igast,EME,sammust
477,,LOC,",",soome,",",saksa,",",vene,ja,ameerika,lippude,kujutistega,ning
478,,LOC,kirja,panna,John,Fowlesi,“,Prantsuse,leitnandi,tüdruku,”,mõistatusliku,ja
479,,LOC,poole,võrra,kärbitud,variant,-,Londoni,originaallavastus,kestis,8,tundi,!
480,,LOC,rünnakut,parempoolse,ilmavaate,ja,eriti,prantsuse,rahvuslaste,liidri,Le,Peni,vastu
481,,LOC,”,.,See,",",et,prantsuse,keeles,tähendab,sõna,régles,nii
482,,LOC,baski,",",kellest,on,saanud,prantsuse,kirjanik,.,Õhtuses,õllelauas,tunnistab
483,,LOC,kandus,see,armastus,üle,ka,prantsuse,keelele,ja,baski,keel,jäi
484,,LOC,ei,oska,.,Marie,õpetab,prantsuse,keelt,ja,kirjandust,Lille'i,ülikoolis
485,,LOC,oma,matemaatikust,abikaasaga,-,ilusa,prantsuse,poisiga,-,ringi,rännates,.
486,,LOC,",",et,näha,Peterburi,ja,vene,talve,.,Prantsuse,romantika,.
487,,LOC,oli,valdavalt,venekeelne,ja,mitmed,vene,memuaristid,",",kes,1960.,aastatest
488,,LOC,",",semiootika,pühasse,linna,",",vene,formalismi,ehk,esisemiootika,sünnipaika,.
489,,LOC,paratamatult,kaasa,tooma,konflikti,.,Briti,kaupmeeste,oopiumiäri,sai,relvastatud,kokkupõrke
490,PER,LOC,on,lihtsad,.,Esiteks,-,Hongkong,on,olnud,Pekingile,mugav,aken
491,,LOC,Suhtarvuliselt,rohkem,on,apellatsioone,just,vene,õppekeelega,koolidest,.,Seal,oli
492,,LOC,oli,šokk,suurem,",",sest,vene,koolides,hinnatakse,kõrgemalt,.,Samas
493,,LOC,hinnatakse,kõrgemalt,.,Samas,on,vene,koolides,reaalainete,tase,märgatavalt,parem
494,,LOC,tulid,oma,avaldustega,ise,",",vene,abiturientide,eest,käisid,aga,emad
495,,LOC,Panell,Kerr,Forster,Associates,(,London,),-,",",ja,operaatoriks
496,,LOC,hinnaga,ka,küpset,veini,",",prantsuse,1980-ndate,aastakäigud,on,aga,kallid
497,,LOC,.,Siin,teevad,ilma,eeskätt,prantsuse,viinamarjasordid,Cabernet,Sauvignon,",",Merlot
498,,LOC,jooksul,oodata,.,Venelasena,sündinud,prantsuse,kirjanik,Jõuliselt,oli,esindatud,prantsuskeelne
499,,LOC,aastat,tagasi,Prantsusmaale,ja,hakkas,prantsuse,kirjanikuks,.,Sealjuures,heaks,kirjanikuks
500,,LOC,tema,neljas,prantsuskeelne,romaan,“,Prantsuse,testament,”,võitis,1995.,aastal
501,,LOC,saaki,pole,varem,saanud,ükski,prantsuse,romaan,.,Tegemist,on,osalt
502,,LOC,Tegemist,on,osalt,omaeluloolise,looga,vene,noorukist,",",kes,prantslannast,vanaema
503,,LOC,vaja,on,?,Minu,murtud,vene,keelde,suhtus,Makine,esialgu,pisut
504,,LOC,",",et,küllap,katsuvad,eestlased,vene,keelt,nüüd,kiiresti,unustada,.
505,,LOC,tegi,ta,euroopa,keeles,",",prantsuse,keeles,.,Juba,Puškin,olla
506,,LOC,keeles,.,Juba,Puškin,olla,prantsuse,keelt,selle,nimega,austanud,.
507,,LOC,olid,soome,",",inglise,",",prantsuse,",",saksa,ja,vene,.
508,,LOC,",",prantsuse,",",saksa,ja,vene,.,),Ühe,kõrgelennuliseks,kiskuva
509,,ORG,veerumeetrit,kogunes,kõvasti,.,Isegi,õhtulehed,lõid,kaasa,ja,irvitasid,Helsingin
510,,LOC,”,.,Noor,",",30aastane,prantsuse,naine,filmis,1995.,aasta,jooksul
511,PER,LOC,Paar,nädalat,hiljem,sõidab,Lepikson,Soome,",",et,tuua,endale,Mitsubishi
512,PER,LOC,pea,aru,.,Assar,Järvekülg,Viljandi,Mis,on,eksami,mõte,“
513,,LOC,olid,suhteliselt,jõukad,inimesed,ka,vene,ajal,.,Ja,sellised,on
514,,LOC,elanud,kuus,armeed,.,Kui,vene,armee,1992.,aastal,ennast,minema
515,,LOC,peidupaiga,ja,ümberlaadimise,kohana,.,Vene,ajal,käisid,siin,ohvitseriprouad,päevitamas
