,pred,hypothesis,i-5,i-4,i-3,i-2,i-1,i,i+1,i+2,i+3,i+4,i+5
259,,PER,näiteks,keskerakonnal,või,isamaalastel,.,Vähil,võib,peagi,vaja,minna,pehmet
260,PER,ORG,.,Süüdi,on,hülged,Nas-Fil,AS,on,kala,fileerimisega,tegelev,ettevõtete
261,,ORG,nõuab,"1,8",miljonit,krooni,",",maksuamet,"1,3",miljonit,",",Ösel,Foods
262,PER,LOC,Telefonikõnede,tihnikust,murrab,läbi,Karmo,Tartust,",",kes,näib,olevat,Teedu
263,,PER,käsutab,õigesti,vastanu,Teetu,.,Nool,tabab,college-ülikonda,.,Multifilmitegelast,viimaselt
264,,LOC,mõte,meeldis,.,Eesti,Panga,nõukogus,tegin,selle,ettepaneku,1992,oktoobris
265,,LOC,koolkonnaga,",",mis,vastandas,end,nõukogude,ideoloogiale,ja,püüdis,luua,oma
266,,LOC,väga,vähe,omavahelisi,seoseid,",",Nõukogude,infobokaadi,ajal,tegeldi,igas,kultuuris
267,,LOC,ühele,võimalikule,märgile,",",seda,nõukogude,päritoluga,tänaste,eurooplaste,teadvuses,.
268,,ORG,”,(,1950,),“,Estonia,”,teatris,(,nüüd,kahjuks
269,,LOC,algul,",",mil,hakati,ehitama,Mustamäed,.,Hästi,õnnestus,1962,sgrafiito
270,,LOC,olen,söönud,",",on,ministrite,nõukogu,puhvetist,välja,kaubeldud,must,kalamari
271,PER,LOC,Talts,Mercedese,roolis,",",kihutab,Pärnusse,.,Pärnus,ootab,teda,soomlane
272,,PER,presidendist,sõbraliku,šarzhi,",",nö,Wiiralti,stiilis,.,Kellel,selle,vastu
273,PER,LOC,arvu,reisijatega,.,Süüdi,on,Saksa,tehased,",",Rootsi,press,ja
274,LOC,PER,foto,annab,tunnistust,",",et,Lapin,eelöeldut,põeb,",",siis,koondugu
275,,PER,räägitakse,Kadrioru,lossi,administratsioonis,.,Vähi,valitsus,läheb,läbivaatusele,Kui,tervis
276,PER,ORG,ütles,valitsuse,pressiesindaja,Maarika,Saarna-Siimann,EEle,.,Samuti,oli,Siimannil,hea
277,,ORG,ja,jõudnud,edasi,müüa,.,EE,küsimustele,vastab,tolliameti,peadirektor,Rein
278,,LOC,järgi,teeb,lõpliku,otsuse,erastamisagentuuri,nõukogu,ja,riigivaraseaduse,järgi,langetab,otsuse
279,,ORG,tonn,",",ja,kõige,kallim,Estonia,kaevanduses,-,"94,5",krooni,tonn
280,,LOC,",",kes,kuulub,samuti,direktorite,nõukogusse,.,Kahe,mehe,sõpradeks,nimetamine
281,,LOC,Vähiga,",",esindades,Narva,direktorite,nõukogu,.,Mainitud,kohtumine,olnud,narvalastele
282,,PER,Mjatšini,sõnul,nii,rabav,(,Vähi,õpetas,Mjatšini,:,kui,Narova
283,ORG,LOC,",",kuni,Eesti,on,Euroopa,Nõukogu,eesistujamaa,",",ei,tohi,valitsust
284,ORG,LOC,otsustavad,.,Kogu,jutt,Euroopa,Nõukogust,on,lihtsalt,kaitsev,kilp,","
285,ORG,LOC,funktsioon,.,Algab,Tartu,Ülikooli,Pärnu,kolledzhi,ehitamine,.,Linnakodanikke,ei
286,PER,LOC,Statoil,ja,McDonald's,.,Hotell,Narva,renoveeritakse,.,Sooja-,ja,veeprobleemid
287,,ORG,loomisel,raha,kokku,hoidnud,.,Liviko,boksis,kasvatasid,puud,Vana,Tallinna
288,,LOC,Jeltsinilt,?,a.,medali,“,Groznõi,vabastamise,eest,”,b,.
289,,LOC,abielu,lõhkimineku,põhjuseks,?,a.,nõukogude,võimu,julmust,b,.,Savisaare
290,,ORG,ajakirjale,Playgirl,?,a.,Mister,Estonia,b,.,Jüri,Ott,c
291,,ORG,“,seebikadki,”,(,“,Dallas,”,",",“,Dünastia,”
292,,LOC,olen,ühiskonna,tegelikku,olukorda,nii,nõukogude,okupatsiooni,ajal,kui,ka,praegu
293,,LOC,Tema,järeldused,aga,meenutavad,mulle,nõukogude,ametnikke,",",kes,tegid,ränki
294,,ORG,Colpo,crosso,”,ja,lugematute,Dallase,",",New,Yorgi,jt,silikoontisside
295,,LOC,äraostetavaks,veel,pikaks,ajaks,.,Balti,turu,edasisel,vallutamisel,tuleb,kasuks
296,,ORG,hea,lõõgastuse,",",”,kinnitab,TV1,üks,põhiomanikke,Andres,Sõnajalg,.
297,,ORG,kommertskanal,-,perekond,Sõnajalgadele,kuuluv,TV1,.,Paraku,jätkus,uut,algust
298,,ORG,võib,ette,tulla,igaühel,.,TV1,puhul,pakub,mõtlemisainet,aga,asjaolu
299,,ORG,osana,uue,kanali,imagost,.,TV1,tulekut,kohalikule,teleturule,on,saatnud
300,,ORG,uudistetoimetaja,Mart,Pukk,.,Kevadine,TV1,uudisteblokk,oli,lühike,ja,konkreetne
301,,ORG,valmivasse,telemajja,...,21.,oktoobril,TV1,saated,siiski,algasid,:,nagu
302,,ORG,.,Ühtki,selle,valdkonna,spetsialisti,TV1s,seni,ei,tööta,",",pealegi
303,,ORG,Kallid,asjad,ja,kõlbeline,televisioon,TV1,põhiomanikud,on,veendunud,",",et
304,,ORG,Andres,Sõnajalg,.,Hetkel,töötab,TV1s,umbes,25,inimest,",",neist
305,PER,ORG,?,Seda,enam,",",et,TV1,enese,tee,on,olnud,piisavalt
306,LOC,ORG,5.,Mille,poolest,paistis,silma,Estonias,toimunud,BBC,sümfooniaorkestri,kontserdile,ülikalli
307,,ORG,nii,",",nagu,te,vaataksite,tv-st,uudiseid,.,Küsimus,on,selles
308,,ORG,Mõni,aeg,tagasi,(,vt,EE,16.,veebruar,",",1996,)
309,,LOC,tõuseb,.,Nii,nagu,ta,nõukogude,ajal,ei,läinud,kaasa,valitsevate
310,,ORG,tippklubi,ja,viia,Eesti,koondis,MMile,.,Pohlak,tahab,ehitada,murusoojendusega
311,,ORG,FIFA,otsustab,täna,Eesti,jalgpallikoondise,MMi,valikturniirilt,kõrvaldada,?,Pohlak,:
312,,LOC,see,",",et,suur,osa,Riiga,tööle,läinud,hansapankuritest,on,püüdnud
313,,LOC,kerge,nostalgiaga,sotsialismiaega,",",“,Riia,balsamit,”,",",õlist,vinegretti
314,,LOC,malli,kohaselt,ja,meenutame,:,Riia,vabastamisel,saksa,okupantidest,kaotas,oma
315,,ORG,järgi,kontrollida,ainult,riigikontroll,",",maksuamet,ja,politsei,",",”,põhjendab
316,,LOC,siin,ülitäpset,tehnikat,-,tuumaseadmeid,nõukogude,“,tähesõdade,”,programmile,.
317,,LOC,räägiti,peamiselt,rakettidest,.,Tehase,nõukogu,esimehe,Ülo,Pärnitsa,sõnul,pole
318,,LOC,Tartu,tööstus-,ja,kaubanduskonsterni,Estiko,nõukogu,esimees,Kalju,Hellenurm,lagistab,aeg-ajalt
319,,LOC,Neinar,Seli,moodustavad,Estiko,kontserni,nõukogu,.,Börsi,vabaturul,Tänavu,sügisest
320,,LOC,Tänavu,liituti,kaubandusketiga,SPAR-International,.,Hollandi,päritolu,SPAR,kett,tegutseb,27
321,,ORG,sest,nelja,aasta,jooksul,on,TKP,saanud,tagasi,80,protsenti,oma
322,LOC,ORG,PEAP,",",kuidas,hinge,vaakuvast,TKPst,eraldus,tänane,Eesti,majanduse,lipulaev
323,LOC,PER,öelda,",",mida,ta,arvab,Kallase,parteist,ja,selle,koalitsioonilepingu,projektist
324,,ORG,vastanud,täitevametnik,selle,peale,.,EE,andmetel,peetakse,Oleg,Lvovi,üheks
325,,ORG,kommenteeris,Israel,Rodnenkovi,saatust,.,EE,ajakirjanikuga,vesteldes,tunnistas,Rodnenkov,ennast
326,,LOC,100 000,krooni,Linnas,on,paar,nõukogude,vaimus,kafeinajat,ja,staloovajat,.
327,,PER,?,a.,Jack,b,.,John,c,.,Mikluhho-Maklai,d,.
328,,PER,Vabadusest,”,ja,Renani,“,Jeesuse,elu,”,Kristiina,Rossi,tõlkes
329,,PER,Kundera,Nobelit,ei,saa,.,Kross,on,aga,ju,küll,piisavalt
330,,LOC,ise,on,-,ilmne,viide,nõukogude,okupatsioonile,-,",",taustaks,taevas
331,,LOC,tähelepanu,järgmisele,vastuolule,:,teenides,nõukogude,armees,",",Te,ropendasite,endamisi
332,ORG,LOC,.,Ning,sattus,American,Expressi,Baltimaade,ja,SRÜ,julgeoleku,osakonna,huviorbiiti
333,ORG,LOC,tagasitulek,võimu,manu,sai,alguse,Tallinna,volikogu,esimehe,kohast,.,Hiljuti
334,,ORG,See-eest,on,Norras,vabalt,saadaval,maksuameti,info,riigi,elanike,kohta,-
335,,LOC,Kriminaaltango,”,jt,mängiti,sadades,nõukogude,ja,sotsialismimaade,teatrites,.,Suur
336,,ORG,vildid,”,b,.,“,Dallas,”,c,.,“,Kuidas
337,,ORG,suprealistlikust,pornopildist,",",kui,ilmus,Ekspressis,b,.,haridustegelased,Lauri,Leesi
338,,ORG,Stalinist,”,d,.,“,I,',m,Going,Slightly,Mad
339,,LOC,rahvakomissari,asetäitja,",",kes,on,nõukogude,süsteemis,asetunud,varjatud,dissidendi,positsioonile
340,,LOC,Sõja,järel,kodunes,loomuldasa,internatsionaalne,nõukogude,kuritegevus,Eestiski,ja,pole,võimatu
341,,PER,Ralf,Parve,poeemi,“,Väike,John,”,",",mis,just,sel
342,,PER,Salinger,ja,Unt,Parve,mustanahalist,Johni,olematuks,",",pigem,seisavad,nad
343,,ORG,“,crazy,”,:,“,I,know,it's,crazy,.,”
344,,LOC,",",mis,on,meile,juba,nõukogude,ajast,selge,-,tööplaan,","
345,,LOC,protsenti,",",nii,oli,vahekord,nõukogude,ajal,",",aga,saan,umbes
346,,LOC,end,vaos,hoida,.,Kui,nõukogude,aeg,lõppes,",",algasid,vallandamised
347,,PER,mis,oleks,järjekorras,juba,neljas,Vähi,valitsus,.,Uue,valitsuse,moodustamise
348,,PER,",",et,pärast,sellist,kokkulepet,Vähi,ja,Savisaare,vahel,on,koostöö
349,,LOC,“,Miks,teile,ei,meeldi,nõukogude,tegelikkus,?,”,”,Nii
350,,LOC,pankrotihaldurites,",",”,arutleb,Dvigateli,nõukogu,esimees,Ülo,Pärnits,.,Hiljuti
351,ORG,PER,pankrotihaldurid,Aivar,Leismann,ja,Arno,Mägi,käisid,aasta,alguses,tööl,","
352,ORG,LOC,oktoober,Pingelised,läbirääkimised,liidu,loomiseks,Tallinna,volikogus,.,Koonderakond,on,andnud
353,ORG,LOC,.,31.,oktoober,",",pärastlõuna,Tallinna,volikogu,uue,koosseisu,esimesel,istungil
354,,ORG,kõige,rohkem,meeldis,.,),EE,ilmumise,päeval,peaks,veine,osta
355,,LOC,.,“,Jumalakäpp,”,.,Eesti,Raamat,",",1996.,See,on
356,,LOC,poliitilist,ega,vaimset,",",kui,nõukogude,aja,olmepainet,.,Sõjaväelik,vägivald
357,,PER,ole,ka,tapvalt,vähe,.,Vähi,puhul,on,elukuid,avastamise,hetkest
358,,LOC,Ta,on,ka,Eesti,Merelaevanduse,nõukogu,esimees,",",laevakompanii,Estline,juhatuse
359,,LOC,Estline,juhatuse,liige,",",kriminaalpreventsiooni,nõukogu,liige,.,1995.,aasta,kevadel
360,,ORG,-,oma,koolivennad,Võrust,",",maksuameti,peadirektori,Kalev,Järvelille,ja,tema
361,LOC,PER,dokumentide,võltsimises,.,Härma,talu,Annel,oli,kolm,last,:,Elvina
362,PER,ORG,ka,oma,tädi,",",Eve,K,.,(,35,),maa
363,PER,ORG,ehk,õigustatud,subjektiks,tunnistati,Eve,K,.,",",kes,on,Ann
364,,LOC,ütleb,",",et,nimetatud,“,Haabersti,teravnurk,on,Haaberstile,äärmiselt,oluline
365,PER,ORG,Raivo,ema,poolõde,),Eve,K,.,elab,Kesk-Eesti,väikelinnas,ja
366,PER,ORG,midagi,",",”,ütles,Eve,EEle,.,Tädi,Eve,on,maa
367,,ORG,sihuke,maa,olemas,.,”,EE,:,“,Kus,see,asub
368,,ORG,.,Miina,Härma,18.,”,EE,:,“,Kust,te,teate
369,,ORG,Võttis,viina,kah,...,”,EE,:,“,Seda,te,ikka
370,PER,ORG,",",väidab,tema,lihane,ema,EEle,",",et,on,Raivo,Joksti
371,,ORG,Eesti,tarbijale,kui,ka,pahatihti,maksuametile,jääb,saladuseks,",",kas,tanklapüstolist
372,PER,LOC,päevad,tagasi,saatis,hr,Allik,Londoni,pedagoogikainstituuti,asjakohase,järelepärimise,",",vastust
373,ORG,LOC,linnast,tulema,kui,mitte,Emajõe,Ateena,",",siis,vähemasti,buršide,paradiis
374,,LOC,Raekoja,platsil,demonstratiivselt,ära,oma,Nõukogude,sisepassi,.,Saksa,võimud,nõudsid
375,PER,ORG,endale,idaministri,portfelli,nõutama,.,Koonderakonna,oleks,sellise,kokkuleppe,sõlmimine,aga
376,,ORG,valmis,.,Vähi,kardab,parteikongressi,Koonderakonna,juhtkond,eesotsas,Vähi,ja,Riigikogu
377,ORG,LOC,juba,protestiks,peatanud,oma,tegevuse,Tallinna,volikogus,.,Tamme,ja,Lippmaa
378,,ORG,kindlustada,hoopis,tagalat,äriringkondades,.,Hoiupanga,juhatuse,esimehele,Olari,Taalile,on
379,,PER,veenda,pakkumist,vastu,võtma,.,Vähi,vari,presidendi,pea,kohal,ei
380,LOC,PER,Side,Eestiga,on,kõige,tihedam,Tiinal,.,Ema,on,piiri,sulgemiset
381,ORG,PER,Näitus,oli,enne,üleval,Kadriorus,Tammsaare,muuseumis,ja,nautis,õigusega,külastajate
382,,LOC,Ükski,eesti,arhitekt,ei,olnud,nõukogude,ajal,nii,tähtis,kui,Port
383,,LOC,?,Ei,.,Vaadake,",",nõukogude,ajal,ei,sõltunud,elamuehitus,arhitektist
384,,ORG,kaheksa,aastat,hiljem,jõudis,koondis,MMi,finaalturniirile,.,“,Meie,praegune
385,,ORG,.,T,.,H,.,I,:,Sakut,?,Külaline,:
386,PER,LOC,ühel,ilusal,päeval,hääletas,THI,Californiasse,.,Teda,võttis,auto,peale
387,LOC,PER,Kristjan,",",kes,esialgu,nõudis,Clintonilt,",",kus,on,Al,Gore
388,ORG,LOC,Maire,Reichenau,(,Raadio,Vaba,Euroopa,),arvates,võiks,THI,salajane
389,,ORG,Pask,",",aga,kahjuks,selgus,EEga,tehtud,intervjuus,",",et,Pasal
390,ORG,LOC,Podrjatsikovi,",",kes,tõmbas,Hoiupanga,Helsingi,kinnisvarabisnisesse,.,Podrjatsikovi,ja,tema
391,,ORG,juhatusse,.,Podrjatsikov,on,seotud,Hoiupanga,ebaõnnestunud,tehinguga,välismaa,kinnisvaraturul,.
392,,ORG,Fenno,haldamisega,seotud,firmades,.,Hoiupanga,juhatusse,kuulunud,Heldur,Meerits,(
393,,ORG,EEle,",",enne,tehingut,olevat,Hoiupank,tõsiselt,uurinud,Podrjatsikovi,ja,Väänase
394,,ORG,müüs,pank,maja,maha,.,Hoiupanga,juhatuse,liige,Aare,Kilp,pidas
395,,ORG,praegu,pankur,Andres,Bergmann,.,EE,politseiallikate,andmetel,Podrjatsikov-Skandeberg,praegu,trellide
396,,ORG,",",palju,kõmu,tekitanud,Missis,Estonia,konkursi,.,Tookord,kinkisid,viis
397,PER,LOC,oli,Tiina,Jantsoni,elukaaslane,Eke-Pärt,Nõmm,.,1992,osales,Jantson,Riias
398,,LOC,hotelli,ukse,eest,Jantsonile,ja,Nõmmele,kuulunud,BMW,850.,Teadjamad,kinnitavad
399,PER,LOC,oli,ka,tema,elukaaslane,Eke-Pärt,Nõmm,.,AS,Lossen,lõpetas,aga
400,,LOC,Losseni,võlg,polnud,Jantsonil,ja,Nõmmel,ainuke,.,“,Nad,võtsid
401,PER,ORG,kogunud,",",korraldades,ilukonkursse,Missis,Estonia,",",Miss,Baltic,States,","
402,PER,LOC,suri,ootamatult,Tiina,elukaaslane,Eke-Pärt,Nõmm,-,1.,novembril,lõpetas,Sixtina
403,ORG,LOC,krimireporter,Meelis,Hiiob,:,Hotell,Viru,juures,tuleb,trammiteedest,ülesaamiseks,slaalomit
404,,LOC,Teist,ilmasõda,.,Seni,vaid,Balti,jaamani,käinud,Kopli,liin,ühendati
405,,LOC,et,komissar,Pahmurko,on,lisaks,Mustamäel,toimunud,pommiplahvatusele,veel,ühe,palgamõrva
406,,LOC,ehitus,algas,ju,peale,kaugel,nõukogude,ajal,.,Ehitusmaterjalid,olid,muretsetud
407,,ORG,(,Koonderakonna,-,K,.,K,),suhtes,oleksid,oponendid,suuremeelsed
408,,ORG,laineid,”,sisu,?,a.,Estonialt,pääsnud,nekrofiilne,taani,maalikunstnik,jõuab
409,,ORG,meeskonna,Utah,Jazz,juures,.,NBA,ühe,nimekama,klubi,juures,õnnestus
410,,ORG,lisab,Mills,.,Kui,ta,NBAst,eemale,lükati,ja,247,000dollarilisest
411,,ORG,mõistab,ta,ikkagi,surma,.,ETA,",",neljapäev,",",28.,november
412,,LOC,selgus,äkki,",",et,noor,nõukogude,piirivalvur,tegeleb,jooksutrennide,ajal,hoopis
413,,LOC,”,märkis,teisipäeval,EEle,merelaevanduse,nõukogu,esimees,Enn,Pant,.,Tema
414,,LOC,Üheaegselt,Ühispanga,juhatuses,ja,merelaevanduse,nõukogus,istuv,Pant,suudab,tõenäoliselt,Hansatee
415,LOC,PER,suvila,ja,ema,maja,Tartus,Tamme,puiesteel,.,Võlausaldajad,tõstsid,hiljuti
416,ORG,PER,uudistes,”,segi,Savisaare,ja,Clintoni,ning,kirjeldab,Jeltsiniga,toimunut,kui
417,ORG,LOC,",",Rein,Helme,",",Toe,Nõmm,",",Tiit,Noormets,",",Mati
418,,LOC,.,Need,mõlemad,majad,siin,Nõmmel,kuuluvad,Teile,?,Sellest,ma
419,PER,ORG,Venemaal,?,a.,taasjõustati,Peeter,I,aegne,habememaks,b,.,mittevenelaste
420,,LOC,energiale,.,Ühed,",",nagu,balti,pagulased,",",ei,saanud,tagasi
421,PER,LOC,.,Huvitav,",",miks,Laaban,Pariisi,ei,kolinud,?,Romantilised,reisid
422,,PER,eneseiroonilise,nimega,ülevaatenäitusel,“,Väike,Lapin,”,on,esil,üle,80
423,,ORG,“,Väike,Lapin,”,on,esil,üle,80,Lapini,väikeseformaadilise,töö
424,,LOC,Virust,võib,nüüd,kuulsa,“,Viru,”,tordi,asemel,osta,firmatorti
425,,ORG,ja,tehtust,hoolimata,õhata,:“,I,potšemu,eto,onii,nass,ne
426,,ORG,järgnesid,hoopis,mustad,päevad,.,Hoiupanga,aktsia,kukkus,hetkega,45,krooni
427,,ORG,kaasa,.,Aga,sügisel,tõmbas,Hoiupanga,aktsia,samamoodi,üles,kogu,turu
428,,ORG,.,Need,",",kes,osalesid,Hoiupanga,sügisesel,aktsiaemissioonil,",",teenisid,hiigelkasumeid
429,,ORG,sobiv,moment,.,Ideaalne,portfell,Hoiupanga,maakler,Charlie,Viikberg,(,20
430,,ORG,nende,üle,toimub,jaanuarikuus,.,EE,käsutuses,olevad,dokumendid,kirjeldavad,Ivan
431,ORG,PER,Tähtsad,külalised,-,lõpetades,Hillary,Clintoniga,-,käivad,seal,",",uskudes
432,,LOC,eesti,veinisõpradele,juba,vanast,(,nõukogude,),ajast,tuttav,.,Kindlam
433,ORG,PER,peab,pakilt,lugema,nime,-,Mare,-,ja,meeles,pidama,","
434,ORG,PER,ta,ütleb,Paksule,Marele,Kõhn,Tiiu,",",on,kõik,rikutud,.
435,PER,LOC,Jüri,Linn,c,.,Jüri,Tallinn,d,.,Jüri,Rumm,4.
436,,ORG,Viilma,“,Ellujäämise,õpetuse,”,I,ja,II,köite,6.,Dieseli
437,,LOC,peole,.,Enne,kui,viaduktilt,Pääsküla,elektrirongi,traatidesse,hüpata,",",otsustas
438,,LOC,",",kutsus,appi,Avaliku,Sõna,Nõukogu,ja,põhiseadust,",",parteid,ja
439,,ORG,-,I,-,J,-,K,-,L,-,M,-
440,,LOC,",",Harry,Liivrand,(,Club,Hollywoodi,VIP-liige,),",",Barbi,Pilvre
441,,PER,harrastajaile,.,Tema,“,Rummu,Jüri,mälestused,”,on,rahvuslik,kelmiromaan
442,,PER,tuntud,koolipõlvelugudest,.,Kivastik,",",Mart,-,Tartu,prosaist,ja,vinge
443,,PER,ära,segada,Karl,Kreutzsteiniga,.,Kross,",",Jaan,-,avaldas,rahvusliku
444,ORG,PER,publitsist,",",tulevane,Eesti,Hillary,Clinton,.,Lapin,",",Leonhard,-
445,,ORG,-,Jüri,Lumiste,",",“,Vanemuine,”,),-,meediafiguur,Kati
446,PER,LOC,Raidmetsa,sisekujunduseta,oleks,nagu,Club,Hollywood,ilma,ecstasyta,.,Eesti,esidisaineri
447,,PER,üliviljakas,reklaamilooja,ja,ajakirjanik,;,Tuglase,auhinna,laureaat,.,Ropu,sulega
448,,ORG,-,Aivar,Mäeots,",",“,Vanemuine,”,),-,võrukeelne,libahundiaineline
449,ORG,PER,Ajavahe,”,sarjast,“,Rein,Veidemann,ja,tema,ajastu,”,.
450,,ORG,-,Finn,Poulsen,",",“,Vanemuine,”,),-,Nukker,lastelugu
451,,PER,Jaan,Kaplinski,ühes,isikus,.,Wiiralt,",",Eduard,-,kunstnik,","
452,ORG,LOC,Kalev,Kallo,",",siis,avaldab,Tallinna,volikogu,talle,saamatu,lumetõrje,eest
453,,ORG,mitte,.,Äkksurma,vari,palliplatsil,EE,nägi,invaliid,Dudkinit,viimati,jõulukuul
454,,ORG,(,sic,!,V,.,K,.,sõnaseade,",",mis,kirjutises
455,,ORG,nippide,kohta,",",mis,võimaldavad,maksuametit,oma,tuludest,võimalikult,kaugel,hoida
456,,LOC,tundvat,maaklerid,läbi,ja,lõhki,Balti,aktsiaturge,.,Maksuparadiis,Tallinnas,Samadel
457,,LOC,Saules,Banka,aktsiatest,.,Ühispanga,nõukogu,esimees,Aare,Urm,on,lausunud
458,,ORG,intelligentne,pedant,",",nagu,ütleb,EE,tellija,),oleks,olnud,koos
459,,ORG,õudne,iriseja,",",nagu,ütleb,EE,tellija,),olnud,vaimustuses,nagu
460,,ORG,üle,võtta,",",arvab,üks,EE,tellija,.,Olen,nõus,.
461,,LOC,vähegi,omab,tähtsust,vastupidavus,.,Euroopa,krossijooksu,meistrivõistluste,järel,möödunud,kuul
462,,ORG,Nõukogude,Eesti,”,(,Vaateid,KGB,",",EKP,ja,VEKSA,arhiividokumentide
463,PER,ORG,1991,kirjutasid,Eesti,tegutsenud,N. Liidu,KGB,likvideerimise,lõppaktile,alla,Venemaa,Julgeolekuteenistuse
464,,PER,väljasõidutoimikutes,esinevad,agendinimed,(,“,Jüri,”,",",“,Mare,”
465,,PER,“,Jüri,”,",",“,Mare,”,),",",kuid,mõnikord
466,,PER,aastal,värvati,agendiks,varjunimega,“,Peeter,”,rahvusvaheliselt,tuntud,võimlemispedagoog,Ernst
467,,PER,Jaan,Kiivit,(,agent,“,Jüri,I,”,),ja,Edgar
468,,ORG,Kiivit,(,agent,“,Jüri,I,”,),ja,Edgar,Hark
469,,LOC,mil,edukam,ja,moekam,seltskond,nõukogude,aega,ei,mäleta,ega,tahagi
470,,LOC,kirjutises,väidab,ta,",",et,nõukogude,ühiskondliku,kogemuse,säilitamine,ja,mõtestamine
471,,LOC,käsitluse,Priimäe,esseekogust,“,Mälestusi,Euroopast,”,.,Mutt,ei,hakka
472,,LOC,ilmselt,tuleb,sellest,",",et,nõukogude,ajal,oli,kõik,sarnane,ja
473,,LOC,juures,",",kellel,ju,pole,nõukogude,kooli,seljataga,?,Eva,:
474,,LOC,ei,ole,ju,sama,mis,nõukogude,kultuur,",",viimane,on,ju
475,,LOC,Aga,ryssäst,sai,neukku,-,nõukogude,inimene,.,Kas,sina,tunnetad
476,,LOC,pool,sajandit,raudse,eesriide,taga,nõukogude,mõisatallis,vitsu,.,Seepärast,teeme
477,,LOC,igaüks,võib,ka,oma,“,Euroopa,”,eest,leida,-,nagu
478,,LOC,et,ca,10,aastat,tuurinud,nõukogude,kunsti,ümberlugemisprotsess,on,lõppemas,.
479,,LOC,kasutatavuse,probleem,.,Sest,vaadates,nõukogude,aastaid,üksnes,avangardi,tandrilt,","
480,,ORG,tollal,ja,näitusel,on,selgelt,esil,üks,pidev,tõmme,visionäärse,poole
481,,ORG,ja,tagala,on,üksustena,selgelt,esil,ja,minule,jääb,igatahes,arusaamatuks
482,LOC,ORG,etteheidetel,",",mille,Juske,oma,Päevalehes,ilmunud,näitusetutvustusel,kokku,võttis,kahe
483,,LOC,ütleb,Uudami,kohta,HF,Arenduse,nõukogu,liige,Allan,Sombri,",",“
484,,PER,),ei,ole,kiitnud,heaks,Peetri,vägivaldseid,reforme,.,Äkki,lõpeb
485,LOC,PER,ootama,Teie,vastust,",",hr,Meri,",",ja,loodan,",",et
486,,PER,väljendub,kontrollimatus,rakkude,paljunemises,.,Vähi,tekkeks,on,mitmeid,võimalusi,","
487,,PER,ja,tulemuseks,on,vähk,.,Vähi,hävitaja,Meie,igas,rakus,on
488,,ORG,välja,käinud,ainult,ameeriklased,.,EE,:,Aga,kui,tuleb,mõni
489,,ORG,aega,.,Milleks,hiigelinvesteering,?,EE,:,Ameeriklased,räägivad,summast,250
490,,ORG,me,seda,laenu,saame,.,EE,:,Kui,suur,on,Eesti
491,,ORG,.,Elektri,hind,vaka,all,EE,:,Kui,50,miljonit,sinna
492,,ORG,",",et,nendega,spekuleeritaks,.,EE,:,Rahvas,vajab,hindu,.
493,,ORG,.,Eesti,meeste,kehvad,ajud,EE,:,Kas,elektrijaamadele,ei,piisa
494,,ORG,ameeriklastest,või,hiinlased,hindudest,.,EE,:,Nad,pakuvad,200,miljonit
495,,ORG,kuidas,see,tagasi,makstakse,?,EE,:,Aga,te,olete,partnerid
496,,ORG,teha,ja,käiku,lasta,.,EE,:,Kui,palju,see,uus
497,,ORG,1000,dollari,kilovati,kohta,.,EE,:,Kas,seda,tehnoloogiat,on
498,,ORG,parlamendi,teha,.,Aega,on,EE,:,Küsimus,on,tegelikult,selles
499,,LOC,on,toidukultuur,olemas,",",kuid,nõukogude,ajal,on,teil,palju,asju
500,,LOC,?,Nägin,meie,mahapõlenud,maja,Nõmmel,.,Seal,oli,veel,minu
501,,PER,on,temas,endast,märku,andnud,Tuglase,unistus,“,realistlikust,müüdist,”
502,LOC,PER,.,Urmas,Ott,on,vestelnud,Kelami,",",Tarto,",",Nugise,","
503,,ORG,“,Dünastia,”,ja,“,Dallase,”,võlu,oli,just,see
504,,LOC,nime,all,autorialbum,“,Vana,Narva,”,",",siis,jäidki,need
505,,ORG,aja,jooksul,on,kolm,Memento,Estonia,liiget,sooritanud,enesetapu,.,“
506,LOC,ORG,sügavalt,imestama,Skuldi,lugupidamatus,MS,Estonial,hukkunud,meeskonnaliikmete,omaste,suhtes,.
507,,ORG,viivitusele,oli,minul,kui,Memento,Estonia,esimehel,äärmiselt,piinlik,ja,samas
508,,ORG,ilmus,päevalehtedes,BNSi,uudis,:,Estonia,omanikud,maksid,täies,ulatuses,ära
509,,ORG,panema,Skuld,",",60,miljonit,Estonia,omanikud,.,Omanike,pool,jagunes
510,,ORG,abikaasa,Sirje,Piht,.,Memento,Estonia,leping,kindlustuskompaniiga,Skuld,1996.,aasta
511,,ORG,poliitikute,käitumist,vaadeldes,.,Viimases,EE,juhtkirjas,on,kirjeldatud,meie,välisministri
512,,LOC,teed,ristuvad,suurettevõtete,juhatustes,ja,nõukogudes,",",seminaridel,ja,vastuvõttudel,.
513,,ORG,Milliseid,kõrgekvaliteedilisi,seriaale,tahab,näidata,TV1,?,a.,“,Kiirabihaigla,”
514,,LOC,eelkõige,.,Eriti,tore,tundus,nõukogude,kirjanike,elu,Saarikoskile,kontrastis,tema
515,ORG,LOC,täidetud,budistlikust,religioonist,ja,Indiast,Londonisse,pagenud,hindude,põikpäistest,arusaamadest,","
516,PER,LOC,võimalusi,vuajerismiks,.,Alati,moekas,London,Kureishi,mänguväljak,on,pea,alati
